found_minima,found_saddles,minima_l2_error_mean,minima_l2_error_stdv,minima_l2_error_max,saddle_l2_error_mean,saddle_l2_error_stdv,saddle_l2_error_max,bias_count,energy_calls_at_each_min,force_calls_at_each_min,run_id,seed,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.83005977, 0.18644556]), array([ 0.66134617, -0.16210099]), array([0.83005977, 0.18644556]), array([ 0.66134617, -0.16210099])]",5.203180870696972e-10,3.365499008245648e-10,9.942616155769507e-10,0.6329498390805954,0.006253735146324824,0.6392035742269202,111,"[13, 2747, 4761]","[13, 2747, 4761]",387,42,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.47585456, -0.12875855]), array([ 0.51779584, -0.18069244]), array([ 0.47585456, -0.12875855]), array([ 0.51779584, -0.18069244])]",1.940569900777433e-10,1.0351900204059058e-10,2.870298202568406e-10,0.5303870946669969,0.03316167306567336,0.5635487677326702,117,"[13, 655, 3364]","[13, 655, 3364]",388,61,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([ 0.74270776, -0.15198993]), array([-0.85036125,  1.50132911]), array([ 0.74270776, -0.15198993]), array([-0.85036125,  1.50132911])]",2.906326211414494e-10,1.552801905375455e-10,4.993158308463435e-10,0.7848371109688779,0.09263760700640739,0.8774747179752853,299,"[13, 2731, 13479]","[13, 2731, 13479]",389,111,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.29829033, 0.21172184]), array([-1.03985323,  0.85327144]), array([0.29829033, 0.21172184]), array([-1.03985323,  0.85327144])]",1.6523172064510145e-10,8.12483323599654e-11,2.455058358066877e-10,0.21711012538466287,0.09893007141678248,0.31604019680144535,283,"[13, 1249, 12176]","[13, 1249, 12176]",395,111,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.18936065, 0.26613484]), array([-0.26226453,  0.17785472]), array([0.18936065, 0.26613484]), array([-0.26226453,  0.17785472])]",2.3872776185717157e-09,1.344329730733871e-09,4.20850205949357e-09,0.2619756672902095,0.22653672871996677,0.48851239601017626,482,"[104, 9564, 64518]","[104, 9564, 64518]",390,42,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822227,  1.44172757])]","[array([-1.1521606 ,  0.59179096]), array([-1.1521606 ,  0.59179096])]",1.1016524983692194e-06,1.1014069925334128e-06,2.203059490902632e-06,0.33175693287837693,0.0,0.33175693287837693,2000,"[13, 1661]","[13, 1661]",23,111,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.19356198, 0.29769974]), array([-0.82563984,  0.59360168]), array([0.19356198, 0.29769974]), array([-0.82563984,  0.59360168])]",2.4865868643824214e-09,1.5242765578464582e-09,4.583160850820154e-09,0.025214068774708435,0.005711815133582999,0.030925883908291433,321,"[104, 11303, 43270]","[104, 11303, 43270]",396,42,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.28841154, 0.30799545]), array([-0.82613951,  0.58177508]), array([0.28841154, 0.30799545]), array([-0.82613951,  0.58177508])]",2.208412118947174e-09,1.392862669598243e-09,4.160525884943485e-09,0.060066201859824295,0.017327684248592858,0.07739388610841716,291,"[104, 10852, 38715]","[104, 10852, 38715]",391,61,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822253,  1.44172725])]","[array([-0.83073404,  0.5951701 ]), array([-0.83073404,  0.5951701 ])]",8.956206171137479e-07,8.946163813815602e-07,1.7902369984953082e-06,0.03042291422824014,0.0,0.03042291422824014,2000,"[104, 30151]","[104, 30151]",91,61,0.3333333333333333,0.03361111111111112,0.02,0.76,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822252,  1.44172726])]","[array([-1.17745417,  0.63235353]), array([-1.17745417,  0.63235353])]",8.989311452115275e-07,8.986856393757209e-07,1.7976167845872484e-06,0.35554354376566294,0.0,0.35554354376566294,2000,"[13, 17754]","[13, 17754]",119,111,0.3333333333333333,0.03361111111111112,0.01,0.38,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.14917004, 0.16313375]), array([-0.31221564,  0.41336847]), array([0.14917004, 0.16313375]), array([-0.31221564,  0.41336847])]",1.7924141015555058e-10,8.722462474871812e-11,2.455058358066877e-10,0.341401473899912,0.19693281280354966,0.5383342867034616,88,"[13, 4327, 4725]","[13, 4327, 4725]",400,61,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.12597005, 0.46794216]), array([0.2005514 , 0.52107669]), array([0.12597005, 0.46794216]), array([0.2005514 , 0.52107669])]",4.623300742855999e-10,4.588302010339998e-10,1.1003912917753795e-09,0.2117885711411533,0.01661184559642899,0.22840041673758227,119,"[13, 3003, 7437]","[13, 3003, 7437]",401,111,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.21446982, 0.29285544]), array([-0.81672951,  0.64661171]), array([0.21446982, 0.29285544]), array([-0.81672951,  0.64661171])]",2.5140510392148626e-09,1.4887591900747712e-09,4.539765205557218e-09,0.012450669928356606,0.010462985851872277,0.022913655780228883,250,"[104, 7297, 33750]","[104, 7297, 33750]",392,111,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.06070395,  0.46582673]), array([0.21634138, 0.26749422]), array([-0.06070395,  0.46582673]), array([0.21634138, 0.26749422])]",1.6599714512978016e-10,7.974784675332312e-11,2.455058358066877e-10,0.17452902346182267,0.14874513519960383,0.3232741586614265,76,"[13, 2932, 3609]","[13, 2932, 3609]",393,42,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822364,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.91095429, 0.00590026]), array([-0.05753967,  0.46408634]), array([0.91095429, 0.00590026]), array([-0.05753967,  0.46408634])]",9.724023727769455e-10,5.689565992029104e-10,1.6346540650548697e-09,0.5374181746771663,0.2177484918732239,0.7551666665503902,226,"[13, 2109, 8915]","[13, 2109, 8915]",394,61,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.86659169, -0.06810621]), array([-0.37764811,  0.41355294]), array([ 0.86659169, -0.06810621]), array([-0.37764811,  0.41355294])]",3.774805299764032e-10,2.138114340287438e-10,6.790734883192472e-10,0.6194794765677613,0.12767696987378782,0.7471564464415491,125,"[13, 3654, 6906]","[13, 3654, 6906]",405,42,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.23078813, 0.31755003]), array([-0.7964532 ,  0.64168263]), array([0.23078813, 0.31755003]), array([-0.7964532 ,  0.64168263])]",1.291412950535461e-09,5.162720916119399e-10,2.016338159978563e-09,0.030762141104081892,0.0001317028455385654,0.03089384394962046,386,"[104, 9893, 52034]","[104, 9893, 52034]",397,61,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.5279498 , 0.23554068]), array([0.07705687, 0.00714904]), array([0.5279498 , 0.23554068]), array([0.07705687, 0.00714904])]",1.659398074051824e-10,7.741668035094426e-11,2.455058358066877e-10,0.3184753562769519,0.002175969765816632,0.3206513260427685,134,"[13, 3432, 6618]","[13, 3432, 6618]",406,61,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.26818854, 0.2993627 ]), array([0.13203389, 0.17284457]), array([0.26818854, 0.2993627 ]), array([0.13203389, 0.17284457])]",1.6358617460231032e-10,8.030192915181606e-11,2.455058358066877e-10,0.1003292886610368,0.044263784991763165,0.14459307365279997,94,"[13, 3334, 4477]","[13, 3334, 4477]",407,111,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822256,  1.44172721])]","[array([-0.85376686,  0.61251023]), array([-0.85376686,  0.61251023])]",8.691019610598965e-07,8.680977253277089e-07,1.7371996863876054e-06,0.03388709455087953,0.0,0.03388709455087953,2000,"[104, 61216]","[104, 61216]",114,42,0.3333333333333333,0.03361111111111112,0.01,0.38,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.2057777 , 0.28253846]), array([-0.8139834 ,  0.62889196]), array([0.2057777 , 0.28253846]), array([-0.8139834 ,  0.62889196])]",2.327418266235387e-09,1.2141713519388392e-09,3.93674847094032e-09,0.010825845908570556,0.0015922376161612035,0.01241808352473176,304,"[104, 9260, 41080]","[104, 9260, 41080]",398,111,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.15018622, 0.13692676]), array([-0.82016338,  0.64646588]), array([0.15018622, 0.13692676]), array([-0.82016338,  0.64646588])]",2.739053593745465e-09,1.356255491423028e-09,4.3149458887876605e-09,0.09513327437444902,0.07290406628600883,0.16803734066045783,430,"[104, 10527, 59472]","[104, 10527, 59472]",402,42,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822262,  1.44172713])]","[array([-0.83069179,  0.59704456]), array([-0.83069179,  0.59704456])]",8.196581193142766e-07,8.18653883582089e-07,1.6383120028963656e-06,0.028619523919065196,0.0,0.028619523919065196,2000,"[104, 4338]","[104, 4338]",31,61,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.12591144, 0.11161433]), array([-1.04579702,  0.82387327]), array([0.12591144, 0.11161433]), array([-1.04579702,  0.82387327])]",1.742585277825958e-10,5.822828056935779e-11,2.455058358066877e-10,0.25041250362985945,0.04943543347071627,0.2998479371005757,324,"[13, 4451, 14911]","[13, 4451, 14911]",399,42,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001084,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.17665177, 0.29663022]), array([-0.85719943,  0.58649332]), array([0.17665177, 0.29663022]), array([-0.85719943,  0.58649332])]",6.4662278082563e-09,7.998415581719183e-09,1.7775508036474276e-08,0.04384186685655489,0.007822465782499791,0.051664332639054684,1156,"[104, 27662, 168904]","[104, 27662, 168904]",332,111,0.125,0.004726562500000001,0.02,0.76,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([-0.08317313,  0.45629629]), array([0.18970458, 0.41019554]), array([-0.08317313,  0.45629629]), array([0.18970458, 0.41019554])]",1.601285055234237e-10,9.084909604740264e-11,2.455058358066877e-10,0.2285821322255087,0.10918132922915387,0.3377634614546626,198,"[13, 5699, 7586]","[13, 5699, 7586]",333,42,0.125,0.004726562500000001,0.02,0.76,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822361,  1.44172588])]","[array([0.18907835, 0.14379966]), array([0.18907835, 0.14379966])]",2.5025546673413626e-08,2.4780040837606937e-08,4.980558751102056e-08,0.1510139198749265,0.0,0.1510139198749265,2000,"[13, 787]","[13, 787]",27,42,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411])]","[array([ 0.69402644, -0.14705604]), array([ 0.69402644, -0.14705604])]",3.1308462369278177e-09,2.126610504740077e-09,5.257456741667895e-09,0.6523186972283233,0.0,0.6523186972283233,2000,"[104, 61872]","[104, 61872]",336,42,0.125,0.004726562500000001,0.01,0.38,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.30352442, 0.3290821 ]), array([-0.85001559,  0.56185863]), array([0.30352442, 0.3290821 ]), array([-0.85001559,  0.56185863])]",2.432433053447497e-09,1.7291802544686014e-09,4.865626195868876e-09,0.08319059008574944,0.014741269814307505,0.09793185990005694,393,"[104, 10339, 54303]","[104, 10339, 54303]",403,61,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.5582227 ,  1.44172705])]","[array([-0.8371903 ,  0.60068768]), array([-0.8371903 ,  0.60068768])]",7.620969864425571e-07,7.610927507103693e-07,1.5231897371529265e-06,0.028086369573648053,0.0,0.028086369573648053,2000,"[104, 36398]","[104, 36398]",86,111,0.3333333333333333,0.03361111111111112,0.02,0.76,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.5582226 ,  1.44172716])]","[array([-0.85095238,  0.60573526]), array([-0.85095238,  0.60573526])]",8.378174615798281e-07,8.368132258476404e-07,1.6746306874274686e-06,0.034398765566009334,0.0,0.034398765566009334,2000,"[104, 75230]","[104, 75230]",97,61,0.3333333333333333,0.03361111111111112,0.01,0.38,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822264,  1.44172711])]","[array([-0.84288082,  0.60573778]), array([-0.84288082,  0.60573778])]",8.050197944655408e-07,8.04015558733353e-07,1.609035353198894e-06,0.027945933611717058,0.0,0.027945933611717058,2000,"[104, 25556]","[104, 25556]",56,111,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.32929048, 0.06187924]), array([0.06639522, 0.50074977]), array([0.32929048, 0.06187924]), array([0.06639522, 0.50074977])]",3.112683024862167e-10,1.1282237533501536e-10,4.700455486560963e-10,0.2564661149593763,0.0024828386252854495,0.2589489535846618,903,"[13, 2245, 31822]","[13, 2245, 31822]",334,61,0.125,0.004726562500000001,0.02,0.76,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822219,  1.44172769])]","[array([-0.86131529,  0.53487536]), array([-0.86131529,  0.53487536])]",1.1721039483528397e-06,1.1710997126206519e-06,2.3432036609734916e-06,0.09769660007223661,0.0,0.09769660007223661,2000,"[104, 6469]","[104, 6469]",7,61,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.18115847, 0.25536999]), array([-0.00477863, -0.06664271]), array([0.18115847, 0.25536999]), array([-0.00477863, -0.06664271])]",1.7906686253082304e-09,9.227247035082112e-10,3.085702013470304e-09,0.23456000420051898,0.18560502357915126,0.42016502777967024,481,"[104, 9619, 65882]","[104, 9619, 65882]",404,111,0.1,0.0030250000000000008,0.1,3.8000000000000003,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.22896473, 0.22501073]), array([0.25755302, 0.36224004]), array([0.22896473, 0.22501073]), array([0.25755302, 0.36224004])]",1.6148079448812592e-10,8.770354940396583e-11,2.455058358066877e-10,0.07628532030691396,0.006339033015456748,0.0826243533223707,231,"[13, 8149, 10847]","[13, 8149, 10847]",425,111,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001086,  0.46669411])]","[array([0.2482144 , 0.30222617]), array([0.2482144 , 0.30222617])]",1.8417631337381705e-08,1.7413395605193965e-08,3.583102694257567e-08,0.03690277851417736,0.0,0.03690277851417736,2000,"[104, 58266]","[104, 58266]",348,42,0.125,0.004726562500000001,0.01,0.38,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822362,  1.44172587])]","[array([-1.09854573,  0.79373824]), array([-1.09854573,  0.79373824])]",1.662714284256579e-08,1.6381637006759102e-08,3.300877984932489e-08,0.3243172136052472,0.0,0.3243172136052472,2000,"[13, 480]","[13, 480]",28,61,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822262,  1.44172714])]","[array([-0.8222432 ,  0.58962734]), array([-0.8222432 ,  0.58962734])]",8.261062786094326e-07,8.25102042877245e-07,1.6512083214866776e-06,0.0346863049933559,0.0,0.0346863049933559,2000,"[104, 79178]","[104, 79178]",103,61,0.3333333333333333,0.03361111111111112,0.01,0.38,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001084,  0.46669411])]","[array([0.23080234, 0.31441358]), array([0.23080234, 0.31441358])]",1.114906154595932e-08,1.0144825813771581e-08,2.12938873597309e-08,0.028187025902493737,0.0,0.028187025902493737,2000,"[104, 60774]","[104, 60774]",342,42,0.125,0.004726562500000001,0.01,0.38,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822251,  1.44172727])]","[array([-0.83380332,  0.59083159]), array([-0.83380332,  0.59083159])]",9.101275929521478e-07,9.091233572199602e-07,1.819250950172108e-06,0.03550032364621908,0.0,0.03550032364621908,2000,"[104, 24390]","[104, 24390]",61,61,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.5582226 ,  1.44172716])]","[array([-0.84706565,  0.60639141]), array([-0.84706565,  0.60639141])]",8.362435548189429e-07,8.352393190867551e-07,1.671482873905698e-06,0.030812090451653652,0.0,0.030812090451653652,2000,"[104, 71922]","[104, 71922]",109,61,0.3333333333333333,0.03361111111111112,0.01,0.38,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.98987068, 0.0496961 ]), array([ 1.00161975, -0.11024197]), array([0.98987068, 0.0496961 ]), array([ 1.00161975, -0.11024197])]",2.0987400755637254e-09,1.3131399502176503e-09,3.945242021173094e-09,0.8503758672655133,0.03581024777132147,0.8861861150368349,1058,"[104, 26498, 138230]","[104, 26498, 138230]",410,111,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822359,  1.44172591])]","[array([0.15023855, 0.08930627]), array([0.15023855, 0.08930627])]",4.1463172389494324e-08,4.1217666553687635e-08,8.268083894318197e-08,0.2129816832852784,0.0,0.2129816832852784,2000,"[13, 7742]","[13, 7742]",87,42,0.3333333333333333,0.03361111111111112,0.02,0.76,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172585])]","[array([0.18725322, 0.09739038]), array([0.18725322, 0.09739038])]",5.82347412579663e-09,5.577968289989943e-09,1.1401442415786573e-08,0.19721885617834106,0.0,0.19721885617834106,2000,"[13, 3202]","[13, 3202]",57,42,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([0.83458456, 0.16092143]), array([ 0.49401991, -0.15767545]), array([0.83458456, 0.16092143]), array([ 0.49401991, -0.15767545])]",2.167211020946137e-10,2.052688797928296e-11,2.455058358066877e-10,0.5836682073440663,0.05229371013846984,0.6359619174825362,236,"[13, 6857, 11894]","[13, 6857, 11894]",411,42,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.72377639, -0.13242689]), array([ 0.87421538, -0.12725284]), array([ 0.72377639, -0.13242689]), array([ 0.87421538, -0.12725284])]",8.57549076780193e-10,8.996186817853231e-10,2.129501834724337e-09,0.724510350433256,0.059382267755552665,0.7838926181888086,272,"[13, 5770, 12240]","[13, 5770, 12240]",412,61,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.43960126, 0.12773567]), array([0.36321795, 0.20281607]), array([0.43960126, 0.12773567]), array([0.36321795, 0.20281607])]",1.7782774139196675e-10,9.017327912928652e-11,2.455058358066877e-10,0.22825862642708988,0.052614151455239636,0.2808727778823295,651,"[13, 1612, 26407]","[13, 1612, 26407]",430,61,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([ 0.81232086, -0.12169992]), array([-0.71282766,  1.63170558]), array([ 0.81232086, -0.12169992]), array([-0.71282766,  1.63170558])]",1.5905100260199388e-10,9.532150257087684e-11,2.455058358066877e-10,0.8712575704087531,0.14203367025354363,1.0132912406622967,716,"[13, 6270, 27890]","[13, 6270, 27890]",413,111,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([ 0.66198473, -0.15637013]), array([1.03427929, 0.12151308]), array([ 0.66198473, -0.15637013]), array([1.03427929, 0.12151308])]",2.7259109167892585e-09,1.3677121241459057e-09,4.350181938309e-09,0.7375398621544091,0.10195225110810024,0.8394921132625093,1194,"[104, 23007, 156861]","[104, 23007, 156861]",408,42,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822348,  1.44172606])]","[array([-0.41985446,  0.4207175 ]), array([-0.41985446,  0.4207175 ])]",1.3523737175635874e-07,1.3499186592055203e-07,2.7022923767691076e-07,0.4507475315319071,0.0,0.4507475315319071,2000,"[13, 998]","[13, 998]",29,111,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.29155183, 0.13212926]), array([0.21636963, 0.28858425]), array([0.29155183, 0.13212926]), array([0.21636963, 0.28858425])]",2.3078202469930811e-10,2.3109700328507148e-11,2.486885661451029e-10,0.09255569214603866,0.08668423828944961,0.17923993043548828,787,"[13, 4383, 33168]","[13, 4383, 33168]",431,111,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.74572531, -0.13440242]), array([0.86580631, 0.17074356]), array([ 0.74572531, -0.13440242]), array([0.86580631, 0.17074356])]",7.507422836394802e-10,7.401221624425021e-10,1.7972265679488274e-09,0.6740184015013635,0.009360255225874359,0.6833786567272379,330,"[13, 12000, 15175]","[13, 12000, 15175]",435,42,0.1,0.0030250000000000008,0.02,0.76,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([ 0.68596478, -0.12405207]), array([-0.14082416,  0.57531179]), array([ 0.68596478, -0.12405207]), array([-0.14082416,  0.57531179])]",7.382989553727324e-10,3.570756483816757e-10,1.0801980490596551e-09,0.5416052734199908,0.08934979477303424,0.6309550681930249,115,"[13, 5965, 6603]","[13, 5965, 6603]",436,61,0.1,0.0030250000000000008,0.02,0.76,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822258,  1.4417272 ])]","[array([-0.84918342,  0.58389196]), array([-0.84918342,  0.58389196])]",8.607770305600041e-07,8.597727948278164e-07,1.7205498253878205e-06,0.048710350642929466,0.0,0.048710350642929466,2000,"[104, 10013]","[104, 10013]",37,61,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([0.22479138, 0.29821136]), array([-0.83224624,  0.62630505]), array([0.22479138, 0.29821136]), array([-0.83224624,  0.62630505])]",2.6167398748981023e-09,1.2006449176923856e-09,3.883638361497419e-09,0.011902010706111993,0.001465415057930351,0.013367425764042344,1193,"[104, 23106, 160233]","[104, 23106, 160233]",415,61,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.74825771, -0.1385053 ]), array([-0.28462098,  0.56701684]), array([ 0.74825771, -0.1385053 ]), array([-0.28462098,  0.56701684])]",2.4893708241076774e-10,4.492652461481841e-11,3.055959385172699e-10,0.6141744927969689,0.07374807182065257,0.6879225646176215,320,"[13, 15869, 16746]","[13, 15869, 16746]",437,111,0.1,0.0030250000000000008,0.02,0.76,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([0.22381351, 0.28882723]), array([-0.82634594,  0.62249409]), array([0.22381351, 0.28882723]), array([-0.82634594,  0.62249409])]",1.9748844846817986e-09,1.3207908173454789e-09,3.8422773556994395e-09,0.00838838899810668,0.0036786801988947567,0.012067069197001437,1081,"[104, 26345, 149322]","[104, 26345, 149322]",420,42,0.1,0.0030250000000000008,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822211,  1.44172776])]","[array([-0.85620452,  0.58417624]), array([-0.85620452,  0.58417624])]",1.2252003407036444e-06,1.2241961049714567e-06,2.449396445675101e-06,0.05273316046917976,0.0,0.05273316046917976,2000,"[104, 3258]","[104, 3258]",13,61,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822263,  1.44172712])]","[array([-0.85259405,  0.61300958]), array([-0.85259405,  0.61300958])]",8.134646462742957e-07,8.12460410542108e-07,1.6259250568164038e-06,0.03261385519378313,0.0,0.03261385519378313,2000,"[104, 21093]","[104, 21093]",67,61,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.0001,FIRE
